"Informazioni cronologiche","Genere:","Età","Paese di provenienza","In che gruppo etnico ti identifichi?","Qual è la tua religione?","Sei mai stato vittima di episodi di razzismo?","Ti consideri femminista?","Cosa pensi dei concetti di ""genere"" e ""disuguaglianza di genere""?","Pensi che il velo indossato dalla maggior parte delle donne musulmane sia un simbolo di sottomissione?","Pensi che il velo indossato dalle suore cattoliche sia un simbolo di sottomissione?","Puoi motivare la tua risposta alle due domande precedenti?","Alcuni gruppi femministi moderni usano la nudità per protestare contro il patriarcato e per dimostrare l'indipendenza femminile. Qual è la tua opinione a riguardo?","Pensi che il femminismo sia mai stato usato o  possa essere usato dalle potenze occidentali per giustificare i propri interessi nazionalistici, imperialistici ed economici?","Conosci i termini ""Femminismo bianco"" e ""Femminismo transnazionale""?","Ti senti rappresentata dal femminismo di oggi?"
"2020/05/25 9:17:09 AM EET","Femmina","18-29","Italy","Bianco","Cattolicesimo","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","Non lo so","Mi astengo ","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","No","Parzialmente"
"2020/05/25 9:22:19 AM EET","Femmina","18-29","Italy","Bianco","Cattolicesimo","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","Dipende","Credo che in alcuni casi le donne prese in considerazione lo indossino perché si sentono obbligate mentre in altri casi lo fanno per scelta ","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/25 9:25:42 AM EET","Maschio","30-49","Italy","Bianco","Non sono religiosa/o","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Sì","Sì","Penso che qualsiasi forma di vestiario(ma non solo) che sia imposta sia una forma di sottomissione. Interna o esterna che sia questa imposizione. Da qui a dire che la sottomissione sia un concetto esclusivamente negativo ne passa molto.","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","Potrei averne sentito parlare, ma non so esattamente cosa siano",""
"2020/05/25 9:39:16 AM EET","Femmina","30-49","Italy","Bianco","Cattolicesimo","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","No","","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","No, non vedo come possa essere possibile","No","Parzialmente"
"2020/05/25 9:39:37 AM EET","Maschio","18-29","Italy","Bianco","Non sono religiosa/o","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","No","No","","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","No, non vedo come possa essere possibile","Potrei averne sentito parlare, ma non so esattamente cosa siano",""
"2020/05/25 9:44:36 AM EET","Maschio","18-29","Italy","Non mi identifico con un gruppo etnico specifico. ","Non sono religiosa/o","Sì","Non lo so","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","Dipende","Ogni tradizione religiosa ha la sua storia valevole di rispetto. Gli estremismi, che variano da contesto a contesto (locale, geografico, sociale e politico), portano invece a situazioni di sottomissione.","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","Sì, so perfettamente cosa sono",""
"2020/05/25 9:44:36 AM EET","Femmina","30-49","Italy","Preferisco non dirlo","Non sono religiosa/o","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","Sì","Per quanto riguarda le musulmane dipende se hanno scelto d'indossarlo volontaramente o se obbligate. Per le suore cattoliche si tratta di sottomissione in quanto non c'è facoltà di scelta","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","No, non vedo come possa essere possibile","Sì, so perfettamente cosa sono","Sì, completamente"
"2020/05/25 9:46:55 AM EET","Maschio","30-49","Italy","Bianco","Non sono religiosa/o","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Sì","No","Le prime non possono scegliere le seconde si","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","No, non vedo come possa essere possibile","No",""
"2020/05/25 9:47:25 AM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","No","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","No","Non conosco l'islam così bene da definire il perché del velo, poi io sono cristiana cattolica","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","Sì","No","Assolutamente no"
"2020/05/25 9:48:49 AM EET","Maschio","30-49","Italy","Bianco","Non sono religiosa/o","Sì","Non lo so","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","No","No","Penso che un indumento sia solo un pezzo di stoffa caricato di valore attraverso la condivisione di significato, in questo senso anche indossare una minigonna  può significare una sottomissione al capitalismo. Il turbante? Le scarpe di Jordan?.......... Credo sia come ti ci senta dentro che faccia la differenza. Se lo sento come un obbligo è sottomissione.","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","Potrei averne sentito parlare, ma non so esattamente cosa siano",""
"2020/05/25 9:58:33 AM EET","Femmina","18-29","Italy","Bianco","Non sono religiosa/o","No","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","Non lo so","Non sono esperta di Islam. Però finché si tratta di hijab, le donne lo indossano per motivi religiosi e, se sono credenti, non lo vedo come un simbolo di sottomissione. Mentre se si tratta di niqab o burqa, a mio parere va oltre la religione. Da quanto ne so, il Corano indica che la donna deve coprirsi il capo, non che deve bardarsi da capo a piedi. Quindi in quel caso per me è sottomissione. L’uomo fanatico che usa la religione per sottomettere la donna. Ma non è un problema solo dell’Islam. Ogni religione in qualche modo sottomette la donna. La religione che conosco meglio è il Cattolicesimo e mi sono sempre chiesta il perché la donna non possa celebrare la Messa e l’uomo sì. Esempio stupido, eppure la donna è sempre quel gradino più in basso rispetto all’uomo. ","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","No, non vedo come possa essere possibile","Sì, so perfettamente cosa sono","Parzialmente"
"2020/05/25 10:04:32 AM EET","Femmina","18-29","Italy","Bianco","Cattolicesimo","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Sì","Non lo so","","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","No, non vedo come possa essere possibile","Sì, so perfettamente cosa sono","Parzialmente"
"2020/05/25 10:07:37 AM EET","Femmina","30-49","Italy","Bianco","Cattolicesimo","No","Non lo so","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","Sì","","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","No","Parzialmente"
"2020/05/25 10:10:19 AM EET","Femmina","70-89","Italy","Preferisco non dirlo","Spritualita' interiore","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","Sì","Per alcune nazioni il velo e' anche un ornameno..spesso intonato al colore dell abito..oppure luccicante..gli occhi sono truccati ..le labbra con rossetto....per le suore nulla di tutto questo...","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","No, non vedo come possa essere possibile","No","Assolutamente no"
"2020/05/25 10:35:08 AM EET","Altro","18-29","Italy","Bianco","Ricevuto il battesimo a un’età in cui quasi non si sa di essere al mondo ergo tecnicamente sarei parte dei Cristiani, ma in realtà non sento and una fede religiosa.","Non lo so","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","Sì","Non conosco a sufficienza la religione musulmana per distinguerne le sottigliezze. In generale so che ci sono donne che indossano il velo per rispetto alla propria religione e altre che sono obbligate. Considero il velo delle suore un segno di sottomissione perché sono consapevoli che, indipendentemente dal loro numero, sono relegate in una nicchia della gerarchia sotto un soffitto di vetro. Lo sanno e sembrano consapevolmente accettarlo.","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/25 10:41:23 AM EET","Maschio","30-49","Italy","Bianco","Cattolicesimo","No","No","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","No","Nel secondo caso è una scelta da parte loro quella di prendere i voti e vestirsi in quel modo. Come ci sono persone che desiderano vestirsi bene per mostrare il proprio corpo, ci sono persone che desiderano coprirsi. Non giudico la scelta, prendo atto che sono due scelte diverse ma rivolte all'abbigliamento ed entrambe prese in coscienza di sé.
Mentre per il velo mussulmano, alcune volte, mi spiace che sia un'imposizione da parte dei genitori. Sapere che alcune ragazze verrebbero buttate fuori di casa se non si vestono come i genitori desiderano è particolarmente triste. Al pari di una persona che non può manifestare la propria omosessualità perché avrebbe ritorsioni da parte dei parenti. Non c'è dubbio che di casi simili nella nostra storia ci sono. Basti pensare alla monaca di Monza costretta dai genitori a divenire una monaca in clausura. La differenza in questo caso è temporale: i cattolici lo facevano fino al secolo scorso, i mussulmani lo fanno tutt'ora. Una cultura ha bisogno di tempo per adattarsi ai cambiamenti e bisogna tenere duro e resistere finché non si verrà accettati e non oggetificati.","Quando si parla di proteste è ovvio che si parli di qualcosa che possa fare clamore. In alcuni casi questo non fa male agli altri direttamente. Diciamo che dire di essere accettate da tutti perché femmine e non accettare che qualcuno possa essere urtato dalla nudità lo ritengo ipocrita. Puoi fare quello che vuoi con il tuo corpo? Sì. Può la gente non oggettificarti e trattarti male perché donna? Sì,  deve! Puoi mostrare rispetto verso queste persone non manifestando nuda? Secondo me mantenere il rispetto civile degli altri è la base di una protesta corretta. Il fatto che gli altri si comportano male non deve spingermi a comportarmi male in altri modi.","Sì","Potrei averne sentito parlare, ma non so esattamente cosa siano",""
"2020/05/25 10:56:28 AM EET","Femmina","18-29","Italy","Bianco","Cattolicesimo","No","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","No","Il velo indossato dalle donne musulmane penso possa essere simbolo di sottomissione in certe regioni del mondo o in generale in quei casi in cui la donna stessa è considerata inferiore rispetto all'uomo e dove la disuguaglianza di genere non è avvertita come problema. Penso però che il velo per alcune donne sia un simbolo di fede e una scelta femminista nella misura in cui è la donna stessa che, messa nella condizione di scegliere, decide di indossare il velo perché lo sente come parte di sé e di ciò che è. Non vedo quindi necessariamente il velo come simbolo di sottomissione, anzi penso che prendere la libera decisione nel mondo occidentale di portare il velo sia una scelta molto coraggiosa.
Per quel che riguarda il velo delle suore, no non penso sia un simbolo di sottomissione. La scelta di essere suora è una scelta individuale fatta da certe donne particolarmente devote e il velo è parte del tipo di vit che scelgono di vivere. ","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","No","Parzialmente"
"2020/05/25 11:01:06 AM EET","Femmina","18-29","Italy","Bianco","Non sono religiosa/o","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","Non lo so","Alcune donne mussulmane vogliono portare il velo poiché genuinamente religiose; nelle famiglie mussulmane moderne (tra le mie conoscenze), alle ragazze è permesso scegliere ed alcune scelgono di indossarlo come si sentono libere di toglierlo in date situazioni. Circa la seconda domanda, non sono neppure battezzata, quindi il mondo del cattolicesimo è a me molto distante, ma fino ad oggi non ho mai conosciuto un episodio di rivolta delle suore perché non volevano portare il velo. Infine, circa la domanda che precede le due di cui mi è chiesta la risposta,  la trovo mal posta. Invero, è ovvio che il concetto di genere e disuguaglianza di genere dipende dal contesto culturale, ma io desidererei o lo penso come universale nel senso che vorrei che tutte le donne/uomini/trans/etc. di tutte le culture si sentissero libere/i di essere chi vogliono: cosa avrei dovuto rispondere? Non si capisce! La prima risposta è quello che mi auspico, la seconda è la verità dei fatti. ","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/25 11:16:42 AM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","No","Dipende se le donne musulmane sono obbligate dalla famiglia e dalla tradizione religiosa o scelgono liberamente di aderire ad indossare il velo. 
Per le suore cattoliche non è un simbolo di sottomissione, ma un simbolo religioso che le identifica come ""spose"" di Cristo","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","No, non vedo come possa essere possibile","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/25 11:28:11 AM EET","Maschio","18-29","Italy","Bianco","Non sono religiosa/o","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","Sì","Dipende perché una donna cresciuta cresciuta con certi principi e concetti, che le vengono imposti sin da giovane vanno ad inserirsi nel suo quotidiano,mentre per le suore é una scelta di sottomissione a della regole che ha scelto di sua volontà, che la sottomissione a Dio é nei voti della suora.","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","Sì","No",""
"2020/05/25 11:31:21 AM EET","Femmina","18-29","Italy","Bianco","Non sono religiosa/o","Sì","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","Dipende","Credo dipenda molto dal contesto all'interno della quale le donne siano cresciute e in che modo conducono la propria vita
","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","Potrei averne sentito parlare, ma non so esattamente cosa siano","Sì, completamente"
"2020/05/25 11:36:50 AM EET","Maschio","30-49","Italy","Bianco","Non sono religiosa/o","No","Non lo so","Non lo so","Sì","Sì","Entrambi gli indumenti sono legati a un concetto di ""pudore"" prettamente patriarcale","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","Potrei averne sentito parlare, ma non so esattamente cosa siano",""
"2020/05/25 11:37:39 AM EET","Maschio","18-29","Italy","Bianco","Non sono religiosa/o","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","No","No","Penso che l'utilizzo del velo in entrambi i casi sia fortemente legato alle tradizioni religiose caratteristiche delle due religioni. ","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","Potrei averne sentito parlare, ma non so esattamente cosa siano",""
"2020/05/25 11:42:31 AM EET","Femmina","18-29","Italy","Bianco","Non sono religiosa/o","Sì","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","No","No","Non ritengo opportuno giudicare la generalità della situazione: l’atto di indossare il velo può in entrambi i casi essere volontario, forzato oppure dettato da aspetti culturali a cui si vuole o ci si sente di aderire. Pertanto per fornire un’opinione precisa credo si dovrebbe valutare i singoli casi.","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","Sì, so perfettamente cosa sono","Parzialmente"
"2020/05/25 11:48:48 AM EET","Femmina","18-29","Italy","Bianco","Non sono religiosa/o","No","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Sì","Sì","Penso che le religioni in generale tendano a mortificare la donna e siano espressione di una cultura patriarcale. Diverso è quando una persona decide di coprirsi per libera scelta, quando sia possibile affermare che questa scelta non sia comunque condizionata dall' ambiente patriarcale in cui è vissuta.","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/25 11:56:46 AM EET","Femmina","30-49","Italy","Bianco","Non sono religiosa/o","No","No","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","No","","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","No, non vedo come possa essere possibile","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/25 11:58:13 AM EET","Femmina","50-69","Italy","Umano","Non sono religiosa/o","Sì","Non lo so","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","Dipende","Ci sono donne e suore che scelgono liberamente la loro strada. Ci sonno donne e suore che hanno subito la scelta","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","No","Parzialmente"
"2020/05/25 11:58:57 AM EET","Femmina","18-29","Italy","Bianco","Cattolicesimo","No","Non lo so","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","Non lo so","","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","No, non vedo come possa essere possibile","No","Sì, completamente"
"2020/05/25 12:05:42 PM EET","Femmina","18-29","Italy","Bianco","Cattolicesimo","No","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","No","No","Perché credo che ogni donna sia libera di scegliere cosa indossare e in cosa credere. Non necessariamente indossare il velo significa sottomettersi, ma anzi credo che voglia indicare ciò in cui credono.","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","Sì, so perfettamente cosa sono","Parzialmente"
"2020/05/25 12:33:38 PM EET","Femmina","18-29","Italy","Bianco","Non sono religiosa/o","No","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","Dipende","Può trattarsi di una scelta consapevole, nata da un desiderio interno, una vocazione. Non deve però trattarsi di un’imposizione. In questo senso ""dipende"".","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","Non lo so","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/25 12:33:58 PM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Non lo so","Non lo so","","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","No","Parzialmente"
"2020/05/25 12:34:30 PM EET","Maschio","30-49","Italy","Bianco","Non sono religiosa/o","No","No","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Sì","Sì","Premetto che non sono religioso e non sono esperto di religioni (con annessi usi e costumi). Penso che il velo ""islamico"" e ""quello delle suore"" non sia molto diverso concettualmente: anche ammettendo che possano essere libere di indossarlo o meno, è una regola prevista dal loro credo, una regola quasi sicuramente scelta da uomini e non da un comune accordo tra uomini e donne. Quindi la ritengo una forma subdola di sottomissione.","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","Potrei averne sentito parlare, ma non so esattamente cosa siano",""
"2020/05/25 1:26:16 PM EET","Femmina","30-49","Italy","Bianco","Cattolicesimo","No","No","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Sì","No","Che le donne mussulmane non hanno libertà di vestirsi all’occidentale.. e non possono mostrare il volto.. 
le suore lo portano come simbolo religioso, a differenza delle mussulmane non è sottomissione ma è un simbolo religioso.. ","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","Sì","No","Parzialmente"
"2020/05/25 1:33:02 PM EET","Femmina","18-29","Italy","Bianco","Cattolicesimo","No","Non lo so","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Sì","Sì","","Credo che abbiano il diritto di utilizzare il  proprio corpo per protestare e che abbiano ragione a sostenere che una donna che si copre per motivi religiosi non possa essere femminista","Non lo so","No","Parzialmente"
"2020/05/25 2:04:19 PM EET","Femmina","18-29","Italy","Bianco","Cattolicesimo","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","No","No","Non sono simboli di per sé. È il significato che gli uomini danno a fare la differenza ","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","No, non vedo come possa essere possibile","No","Sì, completamente"
"2020/05/25 2:08:19 PM EET","Femmina","18-29","Italy","Bianco","Cattolicesimo","No","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Sì","No","La risposta alla mia prima domanda si riferisce alla maggior parte dei casi, in cui la scelta del velo è spesso forzata dalla famiglia e/o dalla cultura. Nel secondo caso penso si tratti soprattutto al giorno d’oggi di una scelta libera  ","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","No, non vedo come possa essere possibile","Potrei averne sentito parlare, ma non so esattamente cosa siano","Sì, completamente"
"2020/05/25 2:13:52 PM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","No","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","No","No","Entrambi legati alla religione","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","Sì, so perfettamente cosa sono","Sì, completamente"
"2020/05/25 2:20:00 PM EET","Femmina","30-49","Italy","Bianco","Cattolicesimo","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","Dipende","","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","No, non vedo come possa essere possibile","No","Assolutamente no"
"2020/05/25 2:21:51 PM EET","Femmina","50-69","Italy","Bianco","Non sono religiosa/o","No","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","Sì","Molte donne musulmane sono, a, seconda del paese dive vivono obbkigate, ma per molte altre, per esempio qui in Italia, è una libera scelta. Le suore cattoliche ne sono obbligate ","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","No, non vedo come possa essere possibile","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/25 2:22:41 PM EET","Femmina","0-17","Italy","Bianco","Non sono religiosa/o","No","Sì","Non lo so","Dipende","Dipende","","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/25 2:22:47 PM EET","Femmina","30-49","Italy","Bianco","Cattolicesimo","No","No","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","No","No","Penso non sia una sottomissione ma una scelta ","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","No, non vedo come possa essere possibile","No","Parzialmente"
