"Informazioni cronologiche","Genere:","Età","Paese di provenienza","In che gruppo etnico ti identifichi?","Qual è la tua religione?","Sei mai stato vittima di episodi di razzismo?","Ti consideri femminista?","Cosa pensi dei concetti di ""genere"" e ""disuguaglianza di genere""?","Pensi che il velo indossato dalla maggior parte delle donne musulmane sia un simbolo di sottomissione?","Pensi che il velo indossato dalle suore cattoliche sia un simbolo di sottomissione?","Puoi motivare la tua risposta alle due domande precedenti?","Alcuni gruppi femministi moderni usano la nudità per protestare contro il patriarcato e per dimostrare l'indipendenza femminile. Qual è la tua opinione a riguardo?","Pensi che il femminismo sia mai stato usato o  possa essere usato dalle potenze occidentali per giustificare i propri interessi nazionalistici, imperialistici ed economici?","Conosci i termini ""Femminismo bianco"" e ""Femminismo transnazionale""?","Ti senti rappresentata dal femminismo di oggi?"
"2020/05/24 4:12:26 PM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Sì","Sì","","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","No, non vedo come possa essere possibile","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/24 4:13:40 PM EET","Femmina","18-29","Nigeria","Nero","Cristianesimo (Protestante)","Sì","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","No","Sì","Penso che sia una forma di sottomissione ma in senso positivo perché è un modo che utilizzano per manifestare la  propria o fede","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","No, non vedo come possa essere possibile","Sì, so perfettamente cosa sono","Parzialmente"
"2020/05/24 4:13:58 PM EET","Femmina","50-69","Italy","Bianco","Cristiana","No","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Sì","Sì","Il velo della suora è la divisa dell'ordine religioso,  ed indica la scelta di sottomissione a Dio. Il velo della donna musulmana è una imposizione data dagli uomini.","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","No, non vedo come possa essere possibile","No","Parzialmente"
"2020/05/24 4:18:35 PM EET","Maschio","50-69","Italy","Bianco","Cattolicesimo","No","No","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","No","No","Solo e unicamente una forma di rispetto. Anche in occidente fino ad alcuni anni fa le donne usavano coprire il capo con velo o foulard. In alcune zone d'Italia è una tradizione che esiste tuttora. ","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","No, non vedo come possa essere possibile","No",""
"2020/05/24 4:21:06 PM EET","Maschio","18-29","Italy","Bianco","Cattolicesimo","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","No","","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","Potrei averne sentito parlare, ma non so esattamente cosa siano",""
"2020/05/24 4:25:15 PM EET","Femmina","30-49","Italy","Bianco","Cattolicesimo","No","No","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Sì","No","","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/24 4:26:07 PM EET","Maschio","18-29","Italy","Bianco","Cattolicesimo","No","Non lo so","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","No","La vedo più come un segno di fedeltà (teoricamente, ma volte però può essere visto diversamente credo soprattutto nelle donne musulmane più che nelle suore cattoliche)","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","No",""
"2020/05/24 4:42:37 PM EET","Maschio","18-29","Albania","Bianco","Non sono religiosa/o","Non lo so","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Sì","No","Le donne musulmane che tengono il velo hanno avuto fin da piccole una famiglia che le ha inculcato nella testa questo uso e se fissi nella testa di un bambino di fare una cosa in un determinato modo poi da grande le sembrerà normale se non persino un dovere... ma se fossero libere fin da piccole, come nel caso italiano, di andare a catechismo o meno, allora sono quasi sicuro del 100% che nessuna di loro lo terrebbe o comunque una minima percentuale ","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","Sì","Potrei averne sentito parlare, ma non so esattamente cosa siano",""
"2020/05/24 4:43:16 PM EET","Maschio","30-49","Angola","Nero","Non sono religiosa/o","Sì","No","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","No","No","Lo usano perché seguono il loro credo e fa parte della loro cultura. Però ci sono casi in cui sono costrette ad usarlo anche contro la volontà, questi casi succedono prevalentemente quando si trovano all'estero quindi hanno contattato con altre culture e altre realtà.","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","Non lo so","No",""
"2020/05/24 4:44:14 PM EET","Maschio","18-29","Italy","Bianco","Non sono religiosa/o","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Sì","No","Per quanto indossare entrambi sia una scelta volontaria essa in realtà non è libera nei paesi musulmani integralisti. Quindi differenza tra i due simboli c'è eccome.","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","No, non vedo come possa essere possibile","No",""
"2020/05/24 4:46:09 PM EET","Maschio","70-89","Italy","Bianco","Cattolicesimo","No","No","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Sì","No","","Non lo so","Non lo so","No",""
"2020/05/24 4:49:55 PM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","No","Nn","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","Non lo so","No","Parzialmente"
"2020/05/24 4:54:03 PM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Sì","Sì","Penso che la persona deve essere libera nel vestire e nel scegliere","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","No, non vedo come possa essere possibile","Potrei averne sentito parlare, ma non so esattamente cosa siano","Assolutamente no"
"2020/05/24 5:09:37 PM EET","Femmina","50-69","Italy","Preferisco non dirlo","Preferisco non dirlo","No","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","Dipende","Credo che dipenda dal pensiero di chi lo indossa","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","No, non vedo come possa essere possibile","No",""
"2020/05/24 5:09:58 PM EET","Femmina","18-29","Italy","Preferisco non dirlo","Non sono religiosa/o","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","No","No","","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","No, non vedo come possa essere possibile","No","Parzialmente"
"2020/05/24 5:11:57 PM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","Sì","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Sì","Sì","Perchè è imposto dalla regola","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","No","Parzialmente"
"2020/05/24 5:12:47 PM EET","Maschio","18-29","Italy","Bianco","Non sono religiosa/o","No","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","Dipende","Non sono necessariamente un simbolo di sottomissione. Dipende dalle motivazioni, dal contesto culturale e dal contesto in cui una persona è inserita. Alcune lo possono vivere come una sottomissione e altre no ","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","Potrei averne sentito parlare, ma non so esattamente cosa siano",""
"2020/05/24 5:22:39 PM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","Non lo so","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","No","No","Penso sia una scelta","Non lo so","Sì","No","Parzialmente"
"2020/05/24 5:52:30 PM EET","Femmina","50-69","Italy","Bianco","Non sono religiosa/o","No","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","Dipende","Non è un indumento (anche simbolico)  in più o in meno che ti rende libera o sottomessa","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","No, non vedo come possa essere possibile","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/24 5:53:14 PM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Sì","Sì","In entrambi i casi i capelli sono percepiti come simboli di Eros e seduttivita e come tali da contenere e nascondere in una mentalità sessista su base religiosa ","Credo che abbiano il diritto di utilizzare il  proprio corpo per protestare e che abbiano ragione a sostenere che una donna che si copre per motivi religiosi non possa essere femminista","No, non vedo come possa essere possibile","Sì, so perfettamente cosa sono","Sì, completamente"
"2020/05/24 5:56:23 PM EET","Maschio","50-69","Italy","Bianco","Non sono religiosa/o","Sì","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Sì","Sì","il velo è escludente.","Credo che abbiano il diritto di utilizzare il  proprio corpo per protestare e che abbiano ragione a sostenere che una donna che si copre per motivi religiosi non possa essere femminista","No, non vedo come possa essere possibile","Sì, so perfettamente cosa sono",""
"2020/05/24 6:01:02 PM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","Non lo so","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","No","","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/24 6:04:07 PM EET","Femmina","18-29","Italy","Bianco","Cattolicesimo","No","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","No","Nel caso di donne e ragazze musulmane non sempre scelgono di mettere il velo, nel caso delle suore è una loro scelta intrapresa con la via del Signore ","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","No","Parzialmente"
"2020/05/24 6:04:17 PM EET","Maschio","50-69","Italy","Bianco","Cattolicesimo","No","No","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","No","Per le donne musulmane credo che ci siano donne che desiderano indossare il velo per questo ho scritto dipende. Per le suore sottomissione a chi? A Dio? Non credo","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","Potrei averne sentito parlare, ma non so esattamente cosa siano",""
"2020/05/24 6:06:01 PM EET","Femmina","30-49","Italy","Bianco","Non sono religiosa/o","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Sì","Sì","in entrambi i casi m sembra una forma di sottomissione alla propria religione..Non vedo il
motivo per cui una persona appartenente a un determinato credo sia obbligata a indossarlo..forma di sottomissione a cui devono sottostare solo le donne oltretutto.","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","Non lo so","No","Assolutamente no"
"2020/05/24 6:10:47 PM EET","Femmina","50-69","Italy","Bianco","Non sono religiosa/o","No","No","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","Sì","La suora sceglie con coscenza(almeno spero) invece altre donne non sempre hanno l’opportunita di scelta","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","Non lo so","No","Parzialmente"
"2020/05/24 6:11:26 PM EET","Femmina","18-29","Italy","Bianco","Cattolicesimo","Sì","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Sì","Sì","Limitano in qualche modo la femminilità della donna","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","Sì","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/24 6:17:32 PM EET","Femmina","18-29","Italy","Preferisco non dirlo","Non sono religiosa/o","No","Non lo so","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","No","No","Si tratta di simboli di religioni e culture diverse e che non siano un obbligo ma semplicemente un modo per professare il proprio credo ","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/24 6:17:34 PM EET","Femmina","30-49","Italy","Bianco","Cattolicesimo","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Sì","No","Non lo so ","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/24 6:22:39 PM EET","Maschio","30-49","Italy","Bianco","Cattolicesimo","No","No","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","Non lo so","Sul velo delle Suore non lo so, ma è diverso rispetto in generale alle donne musulmane perché è una scelta di vita e di essere quella della suora ( x intenderci è una categoria particolare) mentre x le donne musulmane alcune magari vorrebbero non metterlo ma sono magari costrette ( x questo ho risposto dipende, dipende piuttosto dalla non libertà di scelta )","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","Sì","No",""
"2020/05/24 6:26:30 PM EET","Maschio","30-49","Italy","Bianco","Non sono religiosa/o","No","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","No","No","Io penso che nella religione musulmana il velo non sia obbligatorio ma facoltativo...infatti molte musulmane hanno il velo e molte altre no...ognuno è libero di fare quello che vuole giustamente...come le suore vogliono indossare il velo sono liberissime di farlo....sono per la libertà di culto e di pensiero ","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","Potrei averne sentito parlare, ma non so esattamente cosa siano",""
"2020/05/24 6:31:58 PM EET","Femmina","50-69","Italy","Bianco","Non sono religiosa/o","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","No","No","Non la definirei sottomissione...troppo riduttivo","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","No, non vedo come possa essere possibile","No","Parzialmente"
"2020/05/24 6:34:45 PM EET","Femmina","18-29","Sri Lanka","Asiatico","Buddhismo","Sì","No","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","Sì","","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","No, non vedo come possa essere possibile","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/24 6:44:08 PM EET","Maschio","18-29","Albania","Bianco","Non sono religiosa/o","Non lo so","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Sì","No","Le donne musulmane che tengono il velo hanno avuto fin da piccole una famiglia che le ha inculcato nella testa questo uso e se fissi nella testa di un bambino di fare una cosa in un determinato modo poi da grande le sembrerà normale se non persino un dovere... ma se fossero libere fin da piccole, come nel caso italiano, di andare a catechismo o meno, allora sono quasi sicuro del 100% che nessuna di loro lo terrebbe o comunque una minima percentuale ","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","Sì","Potrei averne sentito parlare, ma non so esattamente cosa siano",""
"2020/05/24 6:45:43 PM EET","Femmina","50-69","Italy","Bianco","Non sono religiosa/o","No","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Sì","Sì","Il velo nasce come imposizione giustificato da motivi religiosi, eliminando quest’obbligo , maschi e femmine possono scegliere di indossarlo a proprio piacere.","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","Sì, so perfettamente cosa sono","Sì, completamente"
"2020/05/24 6:48:14 PM EET","Maschio","30-49","Italy","Bianco","Cattolicesimo","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","No","No","","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","Potrei averne sentito parlare, ma non so esattamente cosa siano",""
"2020/05/24 6:50:13 PM EET","Maschio","30-49","Italy","Bianco","Cattolicesimo","Sì","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","Dipende","Può esserlo ma é in certi casi una libera scelta","Penso esistano modi piú efficenti che mostrare il proprio corpo ma rispetto la loro scelta é giusto che protestino come credono","Sì","Potrei averne sentito parlare, ma non so esattamente cosa siano",""
"2020/05/24 6:54:27 PM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Sì","Sì","Coprirsi la testa ę per me non naturale ","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/24 6:58:34 PM EET","Femmina","50-69","Italy","Bianco","Non sono religiosa/o","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","No","No","Credo fortemente nella libertà di fare scelte di ciascuno di noi","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","No, non vedo come possa essere possibile","Sì, so perfettamente cosa sono","Parzialmente"
"2020/05/24 7:07:47 PM EET","Femmina","18-29","Italy","Bianco","Cattolicesimo","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","No","","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","No","Sì, completamente"
"2020/05/24 7:08:38 PM EET","Femmina","30-49","Italy","Bianco","Cattolicesimo","No","No","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Sì","No","Le donne musulmane se lo toglierebbero subito potendo","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","Sì","No","Assolutamente no"
"2020/05/24 7:12:09 PM EET","Femmina","30-49","Italy","Bianco","Non sono religiosa/o","No","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","Dipende","","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","No","Parzialmente"
"2020/05/24 7:16:13 PM EET","Femmina","18-29","Italy","Bianco","Non sono religiosa/o","No","Sì","Penso che i concetti di genere e di disuguaglianza di genere siano universali e non dipendano dal Paese, dall'etnia, dalla storia, dalla cultura e dalle tradizioni della persona","Dipende","Dipende","Dipende dalla concezione che una persona ha di sottomissione ","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Sì","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
"2020/05/24 7:17:58 PM EET","Femmina","50-69","Italy","Bianco","Cattolicesimo","No","No","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Sì","No","Il primo è un obbligo il secondo una scelta","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","No, non vedo come possa essere possibile","Potrei averne sentito parlare, ma non so esattamente cosa siano","Sì, completamente"
"2020/05/24 7:18:10 PM EET","Femmina","18-29","Italy","Bianco","Cattolicesimo","No","Non lo so","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","Sì","Il velo ad alcune donne musulmane da sicurezza e sono loro stesse a volerlo usare, quindi in quel caso lì non lo considero un segno di sottomissione. Quando la cosa è imposta da un esterno invece si.
Le suore invece lo considero un segno di sottomissione (non estremo) per il fatto che il genere maschile non deve coprirsi quanto loro. ","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","No","Parzialmente"
"2020/05/24 7:21:33 PM EET","Femmina","30-49","Italy","Bianco","Non sono religiosa/o","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Sì","No","Le suore lo fanno x scelta.. le donne musulmane sono spesso obbligate ","Credo che usare la nudità sia un pessimo modo di esprimere la propria indipendenza in quanto non fa altro che incrementare la sessualizzazione e l' oggettificazione  del  corpo femminile","Sì","No","Assolutamente no"
"2020/05/24 7:30:42 PM EET","Femmina","30-49","Italy","Bianco","Cattolicesimo","No","Non lo so","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Dipende","Sì","","Credo che abbiano il diritto di utilizzare il proprio corpo come mezzo di protesta ma che non possano giudicare il grado di femminismo di una donna basandosi su quanto questa si copre (o scopre)","Non lo so","Potrei averne sentito parlare, ma non so esattamente cosa siano","Sì, completamente"
"2020/05/24 7:32:56 PM EET","Femmina","30-49","Italy","Bianco","Non sono religiosa/o","No","Sì","Penso che la concezione del genere e della disuguaglianza di genere cambi e assuma una forma diversa a seconda del Paese, dell'etnia, della storia, della cultura, delle tradizioni della persona","Sì","Sì","Coprirsi il capo per il rispetto di una religione è sottomissione alla stessa qualasiasi essa sia..non stai scegliendo di farlo,ma lo fai perchè è la religione che lo impone...anche se scegli di farne parte (come ad esempio le suore) sei comunque costretta a seguire dei protocolli come il codice di vestiario...","Credo che abbiano il diritto di utilizzare il  proprio corpo per protestare e che abbiano ragione a sostenere che una donna che si copre per motivi religiosi non possa essere femminista","Non lo so","Potrei averne sentito parlare, ma non so esattamente cosa siano","Parzialmente"
